user_id,recency,frequency,monetary,clv,avg_order_value,avg_days_between_orders,cluster,customer_type,churn
5591,22,22,6,132,1.2,14.636363636363637,0,Low Engagement User,0
5598,11,11,10,110,0.1886792452830188,20.09090909090909,0,Low Engagement User,0
5601,16,16,6,96,0.1621621621621621,16.5,0,Low Engagement User,0
5610,18,18,27,486,2.076923076923077,6.222222222222222,2,High-Value Customer,0
5613,26,26,23,598,0.575,9.653846153846152,2,High-Value Customer,0
5629,27,27,6,162,0.4615384615384615,8.407407407407407,0,Low Engagement User,0
5639,63,63,9,567,0.8181818181818182,5.777777777777778,1,At-Risk Customer,1
5642,18,18,20,360,3.333333333333333,11.38888888888889,0,Low Engagement User,0
5647,18,18,10,180,0.4761904761904761,9.5,0,Low Engagement User,0
5665,94,94,14,1316,1.4,3.872340425531915,1,At-Risk Customer,1
5674,8,8,2,16,0.1428571428571428,17.0,0,Low Engagement User,0
5690,4,4,3,12,0.6,12.25,0,Low Engagement User,0
5692,71,71,15,1065,2.5,5.028169014084507,1,At-Risk Customer,1
5695,23,23,15,345,1.6666666666666667,10.347826086956522,0,Low Engagement User,0
5712,44,44,11,484,1.8333333333333333,8.068181818181818,2,High-Value Customer,0
5715,54,54,19,1026,1.9,6.685185185185185,2,High-Value Customer,1
5718,22,22,2,44,0.1818181818181818,15.227272727272728,0,Low Engagement User,0
5721,41,41,3,123,0.3333333333333333,7.536585365853658,2,High-Value Customer,0
5729,6,6,7,42,0.35,22.666666666666668,0,Low Engagement User,0
5731,38,38,5,190,0.05,8.368421052631579,2,High-Value Customer,0
5732,100,100,18,1800,4.5,3.09,1,At-Risk Customer,1
5738,33,33,46,1518,5.111111111111111,7.696969696969697,2,High-Value Customer,0
5745,38,38,11,418,1.1,9.342105263157896,2,High-Value Customer,0
5757,7,7,8,56,2.0,21.0,0,Low Engagement User,0
5758,4,4,9,36,1.5,16.0,0,Low Engagement User,0
5762,26,26,36,936,3.272727272727273,13.346153846153848,2,High-Value Customer,0
5769,45,45,6,270,0.3333333333333333,5.711111111111111,2,High-Value Customer,1
5777,11,11,1,11,0.2,16.545454545454547,0,Low Engagement User,0
5779,28,28,20,560,0.8695652173913043,12.821428571428571,2,High-Value Customer,0
5782,20,20,2,40,0.4,7.4,0,Low Engagement User,0
5785,25,25,5,125,0.5555555555555556,11.76,0,Low Engagement User,0
5788,10,10,11,110,1.375,20.9,0,Low Engagement User,0
5789,8,8,9,72,2.25,19.5,0,Low Engagement User,0
5801,23,23,15,345,0.2884615384615384,10.826086956521738,0,Low Engagement User,0
5802,52,52,2,104,0.5,4.865384615384615,2,High-Value Customer,1
5806,9,9,1,9,0.0454545454545454,15.666666666666666,0,Low Engagement User,0
5808,8,8,10,80,0.2083333333333333,20.25,0,Low Engagement User,0
5818,29,29,5,145,0.2777777777777778,9.413793103448276,0,Low Engagement User,0
5824,29,29,10,290,0.3225806451612903,6.241379310344827,0,Low Engagement User,0
5848,51,51,18,918,2.0,6.980392156862745,2,High-Value Customer,1
5860,66,66,7,462,0.5384615384615384,5.318181818181818,1,At-Risk Customer,1
5875,7,7,2,14,0.1666666666666666,21.285714285714285,0,Low Engagement User,0
5897,54,54,29,1566,1.9333333333333331,6.685185185185185,2,High-Value Customer,1
5900,67,67,9,603,0.4736842105263157,5.447761194029851,1,At-Risk Customer,1
5902,7,7,2,14,0.1052631578947368,20.285714285714285,0,Low Engagement User,0
5910,21,21,6,126,0.4615384615384615,15.238095238095235,0,Low Engagement User,0
5914,16,16,1,16,0.0833333333333333,15.0,0,Low Engagement User,0
5917,7,7,6,42,1.0,18.571428571428573,0,Low Engagement User,0
5927,62,62,42,2604,6.0,5.838709677419355,2,High-Value Customer,1
5932,100,100,3,300,0.5,3.44,1,At-Risk Customer,1
5934,23,23,5,115,0.3571428571428571,12.347826086956522,0,Low Engagement User,0
5937,27,27,7,189,1.0,6.407407407407407,0,Low Engagement User,0
5938,7,7,7,49,0.2258064516129032,23.285714285714285,0,Low Engagement User,0
5942,27,27,3,81,0.1764705882352941,11.037037037037036,0,Low Engagement User,0
5946,35,35,2,70,0.1,10.228571428571428,0,Low Engagement User,0
5950,47,47,1,47,0.1666666666666666,7.148936170212766,2,High-Value Customer,1
5957,7,7,6,42,1.2,7.142857142857143,0,Low Engagement User,0
5963,42,42,14,588,2.0,8.023809523809524,2,High-Value Customer,0
5966,5,5,15,75,1.5,20.6,0,Low Engagement User,0
5970,16,16,27,432,0.3461538461538461,9.125,0,Low Engagement User,0
5978,39,39,10,390,1.25,9.333333333333334,2,High-Value Customer,0
5984,24,24,2,48,0.1333333333333333,10.791666666666666,0,Low Engagement User,0
5992,41,41,2,82,0.2222222222222222,8.658536585365853,2,High-Value Customer,0
6003,29,29,7,203,0.2592592592592592,11.689655172413794,0,Low Engagement User,0
6012,57,57,4,228,0.1666666666666666,6.4035087719298245,2,High-Value Customer,1
6020,21,21,7,147,1.4,11.761904761904765,0,Low Engagement User,0
6028,17,17,24,408,2.6666666666666665,11.529411764705882,0,Low Engagement User,0
6031,9,9,3,27,0.1875,8.666666666666666,0,Low Engagement User,0
6035,19,19,6,114,0.4,7.263157894736842,0,Low Engagement User,0
6045,100,100,2,200,0.3333333333333333,1.75,1,At-Risk Customer,1
6050,11,11,6,66,1.2,14.545454545454543,0,Low Engagement User,0
6060,45,45,10,450,0.4347826086956521,8.044444444444444,2,High-Value Customer,1
6064,31,31,18,558,0.9473684210526316,10.806451612903226,2,High-Value Customer,0
6069,36,36,1,36,0.1111111111111111,8.13888888888889,0,Low Engagement User,0
6072,35,35,1,35,0.0909090909090909,8.142857142857142,0,Low Engagement User,0
6077,13,13,13,169,3.25,12.23076923076923,0,Low Engagement User,0
6080,18,18,8,144,1.1428571428571428,15.944444444444445,0,Low Engagement User,0
6085,31,31,10,310,1.25,11.0,2,High-Value Customer,0
6090,16,16,5,80,0.2941176470588235,13.9375,0,Low Engagement User,0
6092,16,16,11,176,1.8333333333333333,14.0625,0,Low Engagement User,0
6094,72,72,11,792,1.2222222222222223,5.0,1,At-Risk Customer,1
6099,21,21,31,651,3.4444444444444446,12.19047619047619,2,High-Value Customer,0
6101,8,8,1,8,0.25,14.75,0,Low Engagement User,0
6103,11,11,3,33,0.75,12.636363636363637,0,Low Engagement User,0
6107,25,25,7,175,1.0,13.2,0,Low Engagement User,0
6118,75,75,21,1575,4.2,4.826666666666667,1,At-Risk Customer,1
6126,9,9,20,180,1.1764705882352942,5.111111111111111,0,Low Engagement User,0
6131,50,50,15,750,1.875,6.64,2,High-Value Customer,1
6136,18,18,28,504,4.0,14.11111111111111,2,High-Value Customer,0
6139,25,25,26,650,2.1666666666666665,10.44,2,High-Value Customer,0
6141,18,18,47,846,1.3428571428571427,9.11111111111111,2,High-Value Customer,0
6142,35,35,3,105,0.3333333333333333,9.857142857142858,0,Low Engagement User,0
6158,45,45,8,360,0.6666666666666666,7.822222222222222,2,High-Value Customer,1
6163,29,29,15,435,2.142857142857143,11.137931034482758,2,High-Value Customer,0
6164,7,7,7,49,0.875,13.857142857142858,0,Low Engagement User,0
6175,96,96,11,1056,1.375,3.78125,1,At-Risk Customer,1
6177,14,14,49,686,12.25,17.071428571428573,2,High-Value Customer,0
6201,4,4,2,8,0.5,5.75,0,Low Engagement User,0
6216,30,30,14,420,0.5833333333333334,12.166666666666666,2,High-Value Customer,0
6228,5,5,1,5,0.037037037037037,17.4,0,Low Engagement User,0
6241,25,25,35,875,7.0,11.8,2,High-Value Customer,0
6246,22,22,5,110,1.25,8.181818181818182,0,Low Engagement User,0
6250,56,56,7,392,0.5384615384615384,6.517857142857143,2,High-Value Customer,1
6254,46,46,5,230,1.0,7.130434782608695,2,High-Value Customer,1
6288,14,14,29,406,2.230769230769231,7.785714285714286,0,Low Engagement User,0
6291,44,44,12,528,0.5714285714285714,7.568181818181818,2,High-Value Customer,0
6302,21,21,5,105,0.3333333333333333,5.095238095238095,0,Low Engagement User,0
6320,23,23,2,46,0.1666666666666666,10.73913043478261,0,Low Engagement User,0
6329,16,16,6,96,0.0638297872340425,12.4375,0,Low Engagement User,0
6344,13,13,10,130,0.25,14.846153846153848,0,Low Engagement User,0
6360,61,61,2,122,0.2857142857142857,5.114754098360656,1,At-Risk Customer,1
6362,15,15,18,270,0.3333333333333333,12.533333333333331,0,Low Engagement User,0
6371,6,6,1,6,0.0178571428571428,12.833333333333334,0,Low Engagement User,0
6390,6,6,1,6,0.0188679245283018,19.166666666666668,0,Low Engagement User,0
6392,8,8,3,24,0.2,12.25,0,Low Engagement User,0
6401,8,8,5,40,0.1428571428571428,15.125,0,Low Engagement User,0
6405,8,8,15,120,3.75,17.375,0,Low Engagement User,0
6409,42,42,125,5250,4.62962962962963,8.69047619047619,2,High-Value Customer,0
6413,9,9,4,36,0.8,6.777777777777778,0,Low Engagement User,0
6417,72,72,36,2592,6.0,4.666666666666667,1,At-Risk Customer,1
6418,6,6,13,78,0.6842105263157895,22.83333333333333,0,Low Engagement User,0
6419,19,19,2,38,0.5,16.526315789473685,0,Low Engagement User,0
6436,13,13,28,364,2.333333333333333,15.692307692307692,0,Low Engagement User,0
6437,12,12,1,12,0.05,15.916666666666666,0,Low Engagement User,0
6441,39,39,9,351,1.8,8.076923076923077,2,High-Value Customer,0
6448,100,100,8,800,0.1428571428571428,3.37,1,At-Risk Customer,1
6456,26,26,9,234,0.2432432432432432,11.73076923076923,0,Low Engagement User,0
6462,7,7,6,42,0.24,19.142857142857142,0,Low Engagement User,0
6463,25,25,1,25,0.0833333333333333,12.64,0,Low Engagement User,0
6467,67,67,21,1407,0.9130434782608696,5.417910447761194,1,At-Risk Customer,1
6468,23,23,15,345,3.75,13.217391304347826,0,Low Engagement User,0
6472,24,24,6,144,1.0,11.541666666666666,0,Low Engagement User,0
6482,25,25,2,50,0.5,9.08,0,Low Engagement User,0
6492,88,88,8,704,1.1428571428571428,4.068181818181818,1,At-Risk Customer,1
6494,100,100,4,400,0.3076923076923077,3.14,1,At-Risk Customer,1
6501,29,29,17,493,1.3076923076923077,11.379310344827584,2,High-Value Customer,0
6517,15,15,32,480,2.4615384615384617,12.266666666666667,2,High-Value Customer,0
6532,59,59,6,354,1.2,6.067796610169491,2,High-Value Customer,1
6537,38,38,5,190,1.0,7.921052631578948,2,High-Value Customer,0
6539,13,13,8,104,0.8,10.846153846153848,0,Low Engagement User,0
6545,20,20,4,80,0.0888888888888888,8.2,0,Low Engagement User,0
6559,10,10,5,50,0.5,17.0,0,Low Engagement User,0
6560,10,10,2,20,0.2,9.7,0,Low Engagement User,0
6567,48,48,28,1344,0.717948717948718,7.5625,2,High-Value Customer,1
6573,27,27,6,162,1.0,12.185185185185183,0,Low Engagement User,0
6575,48,48,8,384,1.6,7.541666666666667,2,High-Value Customer,1
6577,43,43,22,946,1.4666666666666666,7.953488372093023,2,High-Value Customer,0
6587,41,41,4,164,0.2352941176470588,5.780487804878049,2,High-Value Customer,0
6588,17,17,16,272,1.0666666666666669,17.11764705882353,0,Low Engagement User,0
6589,15,15,19,285,4.75,6.066666666666666,0,Low Engagement User,0
6591,9,9,11,99,1.375,16.444444444444443,0,Low Engagement User,0
6605,6,6,3,18,0.1428571428571428,9.833333333333334,0,Low Engagement User,0
6613,22,22,5,110,1.25,13.363636363636363,0,Low Engagement User,0
6634,39,39,4,156,0.1739130434782608,3.58974358974359,2,High-Value Customer,0
6636,19,19,7,133,0.5,9.157894736842104,0,Low Engagement User,0
6637,14,14,12,168,0.4615384615384615,16.142857142857142,0,Low Engagement User,0
6643,9,9,14,126,0.6363636363636364,7.888888888888889,0,Low Engagement User,0
6647,29,29,30,870,1.4285714285714286,10.517241379310343,2,High-Value Customer,0
6654,10,10,16,160,0.2758620689655172,17.7,0,Low Engagement User,0
6665,4,4,6,24,0.5454545454545454,5.5,0,Low Engagement User,0
6667,21,21,11,231,0.4583333333333333,11.047619047619047,0,Low Engagement User,0
6673,19,19,10,190,2.0,12.157894736842104,0,Low Engagement User,0
6682,10,10,16,160,2.6666666666666665,7.5,0,Low Engagement User,0
6688,9,9,3,27,0.375,14.77777777777778,0,Low Engagement User,0
6689,8,8,14,112,0.6086956521739131,19.75,0,Low Engagement User,0
6690,23,23,5,115,1.25,12.73913043478261,0,Low Engagement User,0
6692,56,56,21,1176,0.3684210526315789,6.517857142857143,2,High-Value Customer,1
6693,57,57,7,399,1.0,5.964912280701754,2,High-Value Customer,1
6696,27,27,7,189,0.2692307692307692,10.48148148148148,0,Low Engagement User,0
6697,26,26,20,520,1.5384615384615383,11.923076923076923,2,High-Value Customer,0
6698,13,13,13,169,0.8666666666666667,9.384615384615383,0,Low Engagement User,0
6705,37,37,43,1591,10.75,7.891891891891892,2,High-Value Customer,0
6707,22,22,4,88,0.1666666666666666,9.772727272727272,0,Low Engagement User,0
6709,10,10,6,60,0.06,23.7,0,Low Engagement User,0
6710,100,100,31,3100,2.3846153846153846,3.65,1,At-Risk Customer,1
6721,42,42,11,462,2.75,7.952380952380952,2,High-Value Customer,0
6724,15,15,18,270,2.0,18.2,0,Low Engagement User,0
6734,45,45,4,180,0.3076923076923077,8.088888888888889,2,High-Value Customer,1
6735,13,13,14,182,0.7368421052631579,17.0,0,Low Engagement User,0
6736,19,19,7,133,1.1666666666666667,3.842105263157895,0,Low Engagement User,0
6739,16,16,7,112,0.875,14.25,0,Low Engagement User,0
6743,5,5,5,25,0.7142857142857143,3.0,0,Low Engagement User,0
6754,85,85,21,1785,1.6153846153846154,4.247058823529412,1,At-Risk Customer,1
6756,51,51,5,255,0.3125,6.686274509803922,2,High-Value Customer,1
6766,4,4,10,40,0.7692307692307693,12.0,0,Low Engagement User,0
6778,52,52,18,936,0.5142857142857142,5.826923076923077,2,High-Value Customer,1
6786,17,17,23,391,3.8333333333333335,14.705882352941176,0,Low Engagement User,0
6801,80,80,37,2960,7.4,4.5625,1,At-Risk Customer,1
6803,48,48,8,384,1.6,7.5,2,High-Value Customer,1
6808,74,74,11,814,2.75,2.8783783783783785,1,At-Risk Customer,1
6810,67,67,9,603,0.75,3.850746268656717,1,At-Risk Customer,1
6812,23,23,2,46,0.2222222222222222,9.043478260869565,0,Low Engagement User,0
6817,13,13,5,65,0.3846153846153846,11.692307692307692,0,Low Engagement User,0
6820,26,26,5,130,0.0666666666666666,9.423076923076923,0,Low Engagement User,0
6821,75,75,4,300,0.1818181818181818,4.866666666666666,1,At-Risk Customer,1
6822,22,22,5,110,0.5,12.5,0,Low Engagement User,0
6832,12,12,14,168,0.6363636363636364,13.833333333333334,0,Low Engagement User,0
6841,24,24,8,192,2.0,13.958333333333334,0,Low Engagement User,0
6851,28,28,30,840,3.75,10.785714285714286,2,High-Value Customer,0
6852,8,8,1,8,0.2,9.25,0,Low Engagement User,0
6856,23,23,10,230,2.5,10.26086956521739,0,Low Engagement User,0
6859,17,17,15,255,0.5769230769230769,11.529411764705882,0,Low Engagement User,0
6877,5,5,9,45,0.6923076923076923,22.2,0,Low Engagement User,0
6895,64,64,9,576,0.9,5.6875,1,At-Risk Customer,1
6915,55,55,9,495,1.0,6.527272727272727,2,High-Value Customer,1
6921,61,61,10,610,0.5555555555555556,5.983606557377049,1,At-Risk Customer,1
6933,86,86,8,688,1.1428571428571428,4.209302325581396,1,At-Risk Customer,1
6938,26,26,7,182,1.4,12.384615384615383,0,Low Engagement User,0
6956,69,69,4,276,0.4444444444444444,5.101449275362318,1,At-Risk Customer,1
6978,100,100,8,800,0.5333333333333333,3.05,1,At-Risk Customer,1
6983,9,9,7,63,0.4666666666666667,15.666666666666666,0,Low Engagement User,0
6985,7,7,8,56,0.2580645161290322,23.285714285714285,0,Low Engagement User,0
6990,29,29,29,841,2.9,12.06896551724138,2,High-Value Customer,0
6993,67,67,4,268,0.6666666666666666,5.388059701492537,1,At-Risk Customer,1
7004,9,9,4,36,0.8,7.0,0,Low Engagement User,0
7016,22,22,2,44,0.3333333333333333,12.863636363636363,0,Low Engagement User,0
7018,24,24,10,240,0.2439024390243902,10.458333333333334,0,Low Engagement User,0
7019,41,41,8,328,1.3333333333333333,8.829268292682928,2,High-Value Customer,0
7020,6,6,9,54,0.6923076923076923,20.0,0,Low Engagement User,0
7027,46,46,24,1104,6.0,7.695652173913044,2,High-Value Customer,1
7043,15,15,1,15,0.032258064516129,20.4,0,Low Engagement User,0
7044,31,31,27,837,0.391304347826087,11.161290322580646,2,High-Value Customer,0
7077,53,53,11,583,0.9166666666666666,3.69811320754717,2,High-Value Customer,1
7103,34,34,14,476,2.0,8.088235294117647,2,High-Value Customer,0
7105,7,7,3,21,0.5,15.142857142857142,0,Low Engagement User,0
7114,24,24,7,168,1.75,12.458333333333334,0,Low Engagement User,0
7116,5,5,2,10,0.25,8.6,0,Low Engagement User,0
7119,37,37,2,74,0.02,9.405405405405403,2,High-Value Customer,0
7127,14,14,6,84,0.4,10.357142857142858,0,Low Engagement User,0
7144,47,47,4,188,1.0,7.404255319148936,2,High-Value Customer,1
7149,39,39,15,585,0.8823529411764706,7.9743589743589745,2,High-Value Customer,0
7151,42,42,7,294,0.2916666666666667,8.238095238095237,2,High-Value Customer,0
7156,13,13,11,143,2.2,14.615384615384617,0,Low Engagement User,0
7166,11,11,2,22,0.3333333333333333,19.272727272727277,0,Low Engagement User,0
7167,6,6,2,12,0.0769230769230769,18.5,0,Low Engagement User,0
7168,26,26,11,286,1.2222222222222223,7.038461538461538,0,Low Engagement User,0
7175,100,100,5,500,1.25,2.78,1,At-Risk Customer,1
7185,57,57,6,342,0.75,6.4035087719298245,2,High-Value Customer,1
7186,8,8,17,136,0.8947368421052632,10.5,0,Low Engagement User,0
7187,19,19,3,57,0.25,14.68421052631579,0,Low Engagement User,0
7191,71,71,3,213,0.1764705882352941,3.563380281690141,1,At-Risk Customer,1
7203,4,4,15,60,3.0,8.0,0,Low Engagement User,0
7205,60,60,2,120,0.4,3.583333333333333,1,At-Risk Customer,1
7206,5,5,5,25,0.1470588235294117,15.0,0,Low Engagement User,0
7228,39,39,6,234,0.2857142857142857,8.615384615384615,2,High-Value Customer,0
7229,21,21,2,42,0.1111111111111111,4.666666666666667,0,Low Engagement User,0
7233,46,46,11,506,1.1,5.826086956521739,2,High-Value Customer,1
7236,21,21,6,126,0.6,8.952380952380953,0,Low Engagement User,0
7245,88,88,16,1408,2.0,4.1477272727272725,1,At-Risk Customer,1
7251,6,6,2,12,0.1111111111111111,20.666666666666668,0,Low Engagement User,0
7278,100,100,20,2000,0.2,3.06,1,At-Risk Customer,1
7279,100,100,23,2300,1.3529411764705883,3.24,1,At-Risk Customer,1
7280,17,17,8,136,1.3333333333333333,6.0,0,Low Engagement User,0
7287,68,68,8,544,0.6666666666666666,5.3088235294117645,1,At-Risk Customer,1
7293,37,37,24,888,1.263157894736842,4.918918918918919,2,High-Value Customer,0
7299,4,4,6,24,0.6666666666666666,21.5,0,Low Engagement User,0
7301,14,14,1,14,0.1666666666666666,9.142857142857142,0,Low Engagement User,0
7307,19,19,10,190,2.5,17.157894736842106,0,Low Engagement User,0
7309,55,55,10,550,0.25,3.636363636363636,2,High-Value Customer,1
7321,50,50,1,50,0.027027027027027,6.9,2,High-Value Customer,1
7329,18,18,18,324,3.0,16.72222222222222,0,Low Engagement User,0
7331,43,43,4,172,0.5714285714285714,7.0,2,High-Value Customer,0
7333,14,14,3,42,0.1363636363636363,10.571428571428571,0,Low Engagement User,0
7334,22,22,19,418,3.8,10.590909090909092,0,Low Engagement User,0
7335,5,5,5,25,0.1111111111111111,10.2,0,Low Engagement User,0
7342,40,40,5,200,1.0,9.05,2,High-Value Customer,0
7344,14,14,13,182,1.0833333333333333,11.428571428571429,0,Low Engagement User,0
7351,11,11,1,11,0.125,14.818181818181818,0,Low Engagement User,0
7358,60,60,13,780,0.3714285714285714,4.233333333333333,2,High-Value Customer,1
7359,35,35,17,595,1.0,10.057142857142855,2,High-Value Customer,0
7372,7,7,8,56,0.6153846153846154,20.285714285714285,0,Low Engagement User,0
7374,25,25,1,25,0.25,5.6,0,Low Engagement User,0
7379,5,5,6,30,1.2,16.8,0,Low Engagement User,0
7380,5,5,12,60,0.9230769230769232,8.0,0,Low Engagement User,0
7386,55,55,8,440,1.3333333333333333,5.490909090909091,2,High-Value Customer,1
7402,70,70,1,70,0.0714285714285714,5.171428571428572,1,At-Risk Customer,1
7404,17,17,7,119,0.6363636363636364,12.941176470588236,0,Low Engagement User,0
7415,8,8,5,40,0.238095238095238,22.5,0,Low Engagement User,0
7427,40,40,4,160,0.5,7.8,2,High-Value Customer,0
7439,8,8,12,96,0.12,20.625,0,Low Engagement User,0
7440,100,100,10,1000,0.3333333333333333,3.09,1,At-Risk Customer,1
7448,11,11,9,99,0.2368421052631578,16.545454545454547,0,Low Engagement User,0
7449,38,38,8,304,0.5333333333333333,9.473684210526317,2,High-Value Customer,0
7465,31,31,1,31,0.1428571428571428,6.387096774193548,0,Low Engagement User,0
7470,42,42,5,210,1.0,8.19047619047619,2,High-Value Customer,0
7492,40,40,23,920,2.555555555555556,9.1,2,High-Value Customer,0
7497,37,37,30,1110,6.0,7.162162162162162,2,High-Value Customer,0
7503,44,44,21,924,0.7,8.227272727272727,2,High-Value Customer,0
7513,17,17,17,289,1.4166666666666667,15.588235294117649,0,Low Engagement User,0
7520,25,25,12,300,1.0,10.32,0,Low Engagement User,0
7524,7,7,1,7,0.1,12.428571428571429,0,Low Engagement User,0
7543,45,45,16,720,0.6153846153846154,6.111111111111111,2,High-Value Customer,1
7562,66,66,24,1584,0.3870967741935484,5.2727272727272725,1,At-Risk Customer,1
7565,68,68,4,272,1.0,5.220588235294118,1,At-Risk Customer,1
7569,8,8,13,104,2.6,10.75,0,Low Engagement User,0
7580,40,40,3,120,0.1071428571428571,6.725,2,High-Value Customer,0
7593,5,5,6,30,1.5,23.2,0,Low Engagement User,0
7608,48,48,9,432,1.5,3.5416666666666665,2,High-Value Customer,1
7610,18,18,15,270,0.8823529411764706,9.833333333333334,0,Low Engagement User,0
7618,37,37,19,703,2.375,9.108108108108109,2,High-Value Customer,0
7622,12,12,3,36,0.1764705882352941,14.75,0,Low Engagement User,0
7625,16,16,6,96,1.5,11.5625,0,Low Engagement User,0
7636,31,31,13,403,0.5,10.96774193548387,2,High-Value Customer,0
7641,47,47,26,1222,1.625,7.340425531914893,2,High-Value Customer,1
7649,34,34,17,578,1.7,5.852941176470588,2,High-Value Customer,0
7653,12,12,21,252,2.333333333333333,19.25,0,Low Engagement User,0
7658,100,100,2,200,0.1666666666666666,1.34,1,At-Risk Customer,1
7663,21,21,4,84,0.2352941176470588,9.142857142857142,0,Low Engagement User,0
7677,20,20,10,200,2.0,12.55,0,Low Engagement User,0
7682,17,17,4,68,0.3076923076923077,9.882352941176473,0,Low Engagement User,0
7695,30,30,18,540,0.72,11.2,2,High-Value Customer,0
7701,32,32,35,1120,2.9166666666666665,8.8125,2,High-Value Customer,0
7706,13,13,12,156,1.0909090909090908,12.153846153846152,0,Low Engagement User,0
7716,17,17,2,34,0.2,5.0588235294117645,0,Low Engagement User,0
7717,10,10,8,80,0.3809523809523809,10.3,0,Low Engagement User,0
7732,29,29,6,174,1.5,12.03448275862069,0,Low Engagement User,0
7738,26,26,19,494,0.3725490196078431,9.26923076923077,2,High-Value Customer,0
7743,25,25,23,575,0.23,12.52,2,High-Value Customer,0
7744,100,100,38,3800,3.8,3.58,1,At-Risk Customer,1
7746,35,35,32,1120,8.0,9.971428571428572,2,High-Value Customer,0
7755,12,12,9,108,0.4285714285714285,22.08333333333333,0,Low Engagement User,0
7761,12,12,9,108,0.1875,15.916666666666666,0,Low Engagement User,0
7762,48,48,7,336,1.0,5.375,2,High-Value Customer,1
7775,48,48,4,192,0.5,7.458333333333333,2,High-Value Customer,1
7776,8,8,24,192,0.9230769230769232,7.0,0,Low Engagement User,0
7780,4,4,4,16,0.4,22.5,0,Low Engagement User,0
7792,43,43,40,1720,5.0,8.162790697674419,2,High-Value Customer,0
7806,29,29,6,174,0.3529411764705882,12.413793103448276,0,Low Engagement User,0
7809,50,50,4,200,0.1,6.24,2,High-Value Customer,1
7810,40,40,17,680,1.5454545454545454,8.825,2,High-Value Customer,0
7818,60,60,24,1440,4.8,4.216666666666667,2,High-Value Customer,1
7819,5,5,4,20,0.6666666666666666,16.0,0,Low Engagement User,0
7831,36,36,6,216,0.06,9.666666666666666,2,High-Value Customer,0
7832,100,100,11,1100,0.3793103448275862,3.4,1,At-Risk Customer,1
7848,15,15,5,75,0.3571428571428571,8.133333333333333,0,Low Engagement User,0
7852,9,9,26,234,0.4333333333333333,13.88888888888889,0,Low Engagement User,0
7855,86,86,5,430,0.8333333333333334,4.209302325581396,1,At-Risk Customer,1
7864,6,6,11,66,2.2,21.83333333333333,0,Low Engagement User,0
7866,20,20,10,200,2.5,10.75,0,Low Engagement User,0
7870,22,22,11,242,0.1896551724137931,8.590909090909092,0,Low Engagement User,0
7874,28,28,5,140,0.2,2.607142857142857,0,Low Engagement User,0
7885,22,22,8,176,1.1428571428571428,13.636363636363637,0,Low Engagement User,0
7886,7,7,3,21,0.75,8.0,0,Low Engagement User,0
7892,57,57,5,285,0.8333333333333334,6.192982456140351,2,High-Value Customer,1
7896,32,32,6,192,0.5454545454545454,9.65625,0,Low Engagement User,0
7903,31,31,17,527,3.4,11.258064516129032,2,High-Value Customer,0
7911,73,73,7,511,0.1666666666666666,4.712328767123288,1,At-Risk Customer,1
7913,18,18,7,126,0.6363636363636364,8.88888888888889,0,Low Engagement User,0
7917,9,9,9,81,0.45,10.444444444444445,0,Low Engagement User,0
7927,41,41,11,451,2.75,8.707317073170731,2,High-Value Customer,0
7934,6,6,10,60,1.0,9.666666666666666,0,Low Engagement User,0
7943,4,4,5,20,0.2777777777777778,7.5,0,Low Engagement User,0
7952,10,10,2,20,0.4,9.8,0,Low Engagement User,0
7962,28,28,8,224,1.0,8.892857142857142,0,Low Engagement User,0
7966,6,6,5,30,0.1515151515151515,20.666666666666668,0,Low Engagement User,0
7981,32,32,4,128,0.2105263157894736,10.28125,0,Low Engagement User,0
7982,19,19,3,57,0.3,5.421052631578948,0,Low Engagement User,0
7983,10,10,9,90,1.8,22.1,0,Low Engagement User,0
7988,6,6,19,114,2.375,21.33333333333333,0,Low Engagement User,0
7991,9,9,14,126,0.875,15.22222222222222,0,Low Engagement User,0
8018,4,4,2,8,0.0833333333333333,16.0,0,Low Engagement User,0
8020,19,19,10,190,1.6666666666666667,15.473684210526317,0,Low Engagement User,0
8022,42,42,6,252,0.3157894736842105,5.904761904761905,2,High-Value Customer,0
8032,6,6,2,12,0.0606060606060606,25.0,0,Low Engagement User,0
8035,12,12,5,60,0.5555555555555556,11.75,0,Low Engagement User,0
8037,22,22,13,286,0.6842105263157895,11.727272727272728,0,Low Engagement User,0
8043,23,23,4,92,0.2,11.695652173913045,0,Low Engagement User,0
8044,20,20,2,40,0.5,7.9,0,Low Engagement User,0
8046,50,50,12,600,0.8571428571428571,4.34,2,High-Value Customer,1
8047,14,14,32,448,8.0,9.5,2,High-Value Customer,0
8054,50,50,2,100,0.1538461538461538,7.04,2,High-Value Customer,1
8058,80,80,11,880,0.2037037037037037,4.5625,1,At-Risk Customer,1
8059,54,54,14,756,1.1666666666666667,5.574074074074074,2,High-Value Customer,1
8061,53,53,35,1855,1.5909090909090908,6.773584905660377,2,High-Value Customer,1
8068,20,20,5,100,0.625,10.45,0,Low Engagement User,0
8075,22,22,4,88,0.4444444444444444,8.272727272727273,0,Low Engagement User,0
8076,9,9,4,36,0.6666666666666666,21.666666666666668,0,Low Engagement User,0
8084,18,18,7,126,0.07,13.38888888888889,0,Low Engagement User,0
8086,100,100,1,100,0.0769230769230769,3.5,1,At-Risk Customer,1
8088,10,10,7,70,0.4666666666666667,18.6,0,Low Engagement User,0
